accident_index,latitude,longitude,accident_severity,number_of_vehicles,number_of_casualties,date,day_of_week,time,road_type,speed_limit,junction_detail,light_conditions,weather_conditions,road_surface_conditions,urban_or_rural_area,first_road_class,police_force
DEMO101898,55.92378424516309,-4.088799050993557,3,2,4,09/11/2025,7,20:11,9,30.0,2,1,1.0,1.0,1,1,11
DEMO101899,51.33082472292231,-2.5429047275194367,3,3,5,18/04/2025,5,21:32,6,70.0,1,1,2.0,1.0,2,1,44
DEMO101900,53.025819459331345,-1.4832286701669164,3,5,6,11/02/2025,2,23:58,3,40.0,1,4,1.0,1.0,1,6,26
DEMO101901,52.666550160856254,-0.9258159054994698,3,2,2,05/06/2025,4,14:00,6,40.0,8,1,,1.0,1,2,27
DEMO101902,55.88959166946159,-4.198741228446593,3,4,4,03/05/2025,6,17:34,9,30.0,6,5,3.0,4.0,2,2,15
DEMO101903,53.58492792554452,-2.061736031097812,3,6,6,17/12/2025,3,23:59,6,30.0,8,1,2.0,1.0,1,4,22
DEMO101904,53.631166466957765,-1.630259740877643,3,4,6,19/08/2025,2,09:20,7,20.0,2,1,1.0,1.0,1,4,40
DEMO101905,53.77973148511684,-2.6728215457959648,2,3,3,11/12/2025,4,02:48,3,60.0,2,4,8.0,6.0,1,3,22
DEMO101906,53.45949462987547,-1.1920979953889796,3,3,3,02/10/2025,4,21:49,1,70.0,3,1,2.0,1.0,1,4,14
DEMO101907,52.608644137744236,-1.9315026110556874,3,4,4,18/09/2025,4,15:29,12,30.0,3,1,2.0,1.0,1,3,20
DEMO101908,51.653953239097945,0.10943119336745147,3,3,6,10/02/2025,1,10:18,3,70.0,0,1,2.0,5.0,1,4,22
DEMO101909,54.437691978843375,-6.022331262388448,3,5,7,26/01/2025,7,17:40,3,40.0,0,7,1.0,1.0,1,3,1
DEMO101910,51.560504271602404,-0.10551005688180835,2,4,4,17/01/2025,5,00:37,2,60.0,9,6,4.0,1.0,1,6,9
DEMO101911,51.323055981261334,,3,3,3,05/08/2025,2,11:28,6,70.0,8,4,1.0,1.0,1,4,6
DEMO101912,51.55619149904049,-0.3264459705501428,3,3,5,15/03/2025,6,06:11,9,70.0,0,5,6.0,1.0,1,2,28
DEMO101913,,-2.8325824334348426,3,6,6,28/12/2025,7,06:44,7,40.0,8,5,1.0,2.0,1,5,32
DEMO101914,53.79688494864274,-1.3395932804515522,3,2,4,18/02/2025,2,23:12,9,40.0,2,1,9.0,1.0,1,2,9
DEMO101915,52.84540847015335,-0.8738577974219299,3,2,3,12/12/2025,5,13:08,3,50.0,8,1,3.0,2.0,2,5,38
DEMO101916,53.69236954216145,-1.4323514212807391,3,4,4,01/09/2025,1,03:04,3,30.0,9,4,1.0,1.0,1,5,1
DEMO101917,53.2650273223628,-2.931314194886953,3,3,3,08/02/2025,6,08:26,12,30.0,0,1,2.0,4.0,1,4,22
DEMO101918,53.51990982769619,-2.762461315889086,3,3,6,22/01/2025,3,05:07,6,60.0,9,7,1.0,1.0,1,6,13
DEMO101919,53.25091001407583,-0.9385432470191803,3,1,1,25/05/2025,7,21:20,9,30.0,1,1,8.0,4.0,1,2,42
DEMO101920,51.86025914026576,-2.515394323904034,3,1,2,04/05/2025,7,06:14,7,30.0,2,4,4.0,1.0,1,3,16
DEMO101921,53.11908273170418,-1.1351029112236464,3,4,4,26/04/2025,6,08:27,3,30.0,7,1,2.0,3.0,1,1,7
DEMO101922,55.948357444801665,-2.958388011118436,3,4,4,12/07/2025,6,08:46,12,40.0,8,5,2.0,2.0,1,4,21
DEMO101923,53.58395406562711,-3.2402746852036324,3,3,4,17/02/2025,1,04:27,3,30.0,1,7,9.0,1.0,1,4,1
DEMO101924,51.51389522763018,-2.660029627753372,3,3,4,17/02/2025,1,18:33,7,70.0,1,1,4.0,1.0,2,3,1
DEMO101925,52.42068542220025,-2.225140987636305,1,1,2,11/09/2025,4,13:08,3,60.0,2,1,2.0,1.0,1,4,25
DEMO101926,51.805944312908,-2.8162739909065886,2,5,5,28/12/2025,7,10:06,7,20.0,2,5,1.0,1.0,1,5,44
DEMO101927,52.65881100639276,-1.83996782409024,3,1,1,10/04/2025,4,09:58,6,30.0,2,1,1.0,1.0,1,2,9
DEMO101928,53.34388360008332,-2.056726844250108,3,6,6,07/12/2025,7,16:37,3,20.0,1,1,4.0,1.0,1,6,25
DEMO101929,54.767639064977196,-5.4920310763888125,3,5,5,06/05/2025,2,02:00,12,30.0,9,5,3.0,5.0,1,4,12
DEMO101930,52.587154741382626,-1.917349733110806,2,3,3,03/05/2025,6,22:33,2,30.0,8,1,6.0,6.0,1,2,33
DEMO101931,53.23700726636951,-3.0884209215715828,3,5,7,02/02/2025,7,13:00,3,30.0,9,1,2.0,1.0,1,3,21
DEMO101932,51.492500181246484,-3.1967886323508767,2,4,7,04/06/2025,3,05:04,1,40.0,1,1,3.0,1.0,1,2,26
DEMO101933,54.584607422805156,-5.8720218720247415,1,2,2,01/07/2025,2,12:22,7,30.0,0,1,2.0,1.0,1,2,9
DEMO101934,52.01647153715468,-1.457839440513568,2,5,5,31/08/2025,7,20:39,6,30.0,7,7,5.0,2.0,1,4,36
DEMO101935,52.230310828546045,-1.8883747176375514,2,2,3,27/02/2025,4,04:37,7,70.0,7,1,2.0,6.0,1,5,5
DEMO101936,51.64884707325997,-2.850508028593296,1,2,4,10/03/2025,1,12:47,7,60.0,7,1,6.0,1.0,1,1,16
DEMO101937,52.82377827983603,-1.0653996207600267,3,4,5,07/06/2025,6,14:10,9,20.0,0,5,1.0,1.0,1,5,2
DEMO101938,54.70204543462911,-5.909776663595974,3,1,3,26/01/2025,7,19:11,12,40.0,8,6,4.0,1.0,2,4,35
DEMO101939,53.70811760630843,-2.251638491417292,3,3,3,22/02/2025,6,13:31,9,30.0,6,1,7.0,1.0,1,4,21
DEMO101940,52.11296442724767,-1.9545748658660362,3,1,2,18/08/2025,1,17:52,3,60.0,2,5,5.0,6.0,1,3,44
DEMO101941,54.090425925488866,-1.052081472161896,3,5,5,15/12/2025,1,18:43,9,60.0,6,5,1.0,2.0,2,6,41
DEMO101942,51.45042529307767,-3.3002079346657145,3,3,4,29/07/2025,2,21:40,2,50.0,0,1,4.0,1.0,1,4,22
DEMO101943,51.57684803104388,-0.4962282796693491,2,1,2,22/02/2025,6,08:05,2,50.0,1,1,1.0,1.0,1,4,32
DEMO101944,51.80315811317932,-2.731826479770342,3,4,4,28/12/2025,7,16:52,6,60.0,9,5,1.0,1.0,1,1,32
DEMO101945,52.659594290075624,-2.0080281525866255,3,2,3,10/07/2025,4,05:59,6,30.0,7,1,5.0,1.0,1,6,27
DEMO101946,52.45407513945597,-2.194208686802157,3,4,5,19/09/2025,5,20:34,6,50.0,0,1,5.0,1.0,2,2,40
DEMO101947,54.50112679298892,-5.975417716166871,3,2,3,13/03/2025,4,22:20,6,30.0,2,4,1.0,1.0,1,4,5
DEMO101948,51.42645971597926,0.25938143683545456,2,2,2,31/07/2025,4,07:39,7,20.0,1,1,8.0,1.0,2,3,12
DEMO101949,53.698934242938584,-1.854056002121176,3,1,4,28/01/2025,2,13:38,12,50.0,9,1,2.0,3.0,1,4,27
DEMO101950,51.70879385317291,-3.511654042674478,3,3,3,17/08/2025,7,19:55,3,30.0,8,1,7.0,2.0,2,2,7
DEMO101951,53.47826133691797,-1.2911452320159973,3,1,1,15/03/2025,6,00:06,3,20.0,7,7,5.0,1.0,1,3,28
DEMO101952,51.54510315584935,-0.17598808185575432,2,2,2,28/11/2025,5,16:30,2,20.0,9,6,7.0,1.0,1,2,35
DEMO101953,53.368934835787584,-3.0831954335413503,2,1,1,20/01/2025,1,19:42,3,70.0,3,1,6.0,6.0,1,1,4
DEMO101954,54.72836697566658,-5.670898337274941,2,3,4,27/08/2025,3,20:20,12,,9,1,8.0,2.0,1,3,18
DEMO101955,51.11526904021814,-2.720959114138311,3,2,2,20/02/2025,4,04:50,1,30.0,3,7,3.0,4.0,1,6,32
DEMO101956,53.290069916128445,-1.533841524971029,3,3,3,08/09/2025,1,18:03,3,30.0,8,5,1.0,1.0,1,5,40
DEMO101957,52.90656970765114,-0.9659414345371872,3,3,4,30/06/2025,1,18:06,3,70.0,9,5,1.0,1.0,1,4,23
DEMO101958,53.20970179880008,-1.4846671298741907,3,3,4,20/12/2025,6,00:47,3,20.0,3,1,4.0,1.0,1,3,17
DEMO101959,53.68717421970462,-2.270011907827577,3,2,2,26/08/2025,2,16:07,6,40.0,1,1,1.0,3.0,1,2,44
DEMO101960,51.68377636474794,-3.646943733708814,3,3,5,16/05/2025,5,15:25,12,,1,1,7.0,2.0,1,4,34
DEMO101961,54.58394704547897,-6.170227193128273,1,5,5,01/02/2025,6,23:16,7,50.0,2,6,1.0,1.0,2,1,7
DEMO101962,52.725149818861716,-1.9381693170520755,2,2,2,06/08/2025,3,01:41,3,60.0,2,7,6.0,5.0,1,5,15
DEMO101963,56.1338274872491,-3.443797235712094,3,4,5,10/06/2025,2,23:00,7,20.0,3,1,2.0,4.0,1,1,6
DEMO101964,56.02167098001554,-2.9589715583182414,3,2,2,20/01/2025,1,13:21,9,20.0,6,5,6.0,1.0,2,6,22
DEMO101965,55.56896033927861,-4.267234439799252,1,2,3,01/08/2025,5,06:59,3,30.0,0,7,8.0,1.0,2,6,30
DEMO101966,51.47725320234568,-2.645530682996964,3,3,3,18/03/2025,2,09:22,9,30.0,9,7,2.0,1.0,1,1,43
DEMO101967,53.40998892439745,-2.7577094185278406,3,5,5,27/03/2025,4,18:35,7,60.0,0,1,4.0,1.0,1,3,27
DEMO101968,51.43682096728946,-3.3190833733187564,2,4,6,04/01/2025,6,23:59,9,30.0,1,1,1.0,,1,6,37
DEMO101969,52.419486042457834,-1.7978412125824101,3,5,6,16/05/2025,5,07:36,2,60.0,0,7,5.0,1.0,1,5,12
DEMO101970,56.08858330920464,-3.1881136342703953,2,4,4,21/03/2025,5,23:45,9,20.0,9,1,5.0,3.0,2,1,26
DEMO101971,54.37321439247462,-5.728621072094587,3,1,1,27/01/2025,1,15:57,9,20.0,3,1,1.0,2.0,1,2,25
DEMO101972,56.079120509469796,-4.146693382580561,3,2,4,08/06/2025,7,04:37,7,50.0,1,1,1.0,3.0,1,2,7
DEMO101973,51.44543209680218,-2.437483484951537,2,5,5,22/03/2025,6,14:49,3,60.0,1,4,2.0,2.0,1,1,44
DEMO101974,52.803220827150746,-1.2803334339919987,3,1,2,18/02/2025,2,19:30,3,20.0,3,1,1.0,1.0,1,4,27
DEMO101975,51.455171560160395,-0.262132238586143,3,1,1,20/06/2025,5,01:48,9,70.0,9,4,5.0,1.0,2,5,8
DEMO101976,54.633128861828624,-5.951683873560178,3,2,3,24/01/2025,5,01:38,7,20.0,7,7,1.0,2.0,2,5,41
DEMO101977,51.71411181916731,-2.438920518457502,3,2,2,28/12/2025,7,00:20,12,60.0,2,1,8.0,1.0,2,5,27
DEMO101978,51.635234215909875,-0.03626825145532166,2,3,5,21/06/2025,6,13:33,6,30.0,2,7,8.0,2.0,1,4,19
DEMO101979,56.16591744834437,-3.0012266256205042,2,1,2,30/12/2025,2,01:20,3,20.0,1,7,7.0,1.0,1,6,5
DEMO101980,53.369728743558866,-1.6717006546256898,3,3,4,18/11/2025,2,22:23,9,60.0,6,6,3.0,1.0,2,6,42
DEMO101981,53.34290248921068,-1.789188065874565,3,2,3,24/12/2025,3,03:17,9,30.0,3,4,1.0,1.0,1,5,35
DEMO101982,51.84164206325736,-0.24245585320841134,3,2,2,18/07/2025,5,01:29,6,40.0,8,7,5.0,2.0,2,5,35
DEMO101983,55.92850455270502,-3.3441674422785903,3,4,4,04/06/2025,3,06:20,9,60.0,1,4,4.0,1.0,1,4,23
DEMO101984,53.28250841577056,-1.696056194231876,3,3,5,20/09/2025,6,18:37,3,30.0,1,1,8.0,1.0,1,3,22
DEMO101985,55.83633017467027,-3.2383145421339625,3,1,1,30/01/2025,4,21:22,3,50.0,7,7,1.0,1.0,1,5,7
DEMO101986,56.00637579019498,-3.494547752293348,3,4,5,03/11/2025,1,06:29,2,40.0,8,1,1.0,2.0,2,6,36
DEMO101987,53.28566536530158,-2.375973558667887,3,2,2,29/04/2025,2,12:08,3,30.0,6,7,9.0,1.0,1,5,14
DEMO101988,53.513759152151415,-2.4743895180875755,3,2,3,03/01/2025,5,18:23,7,20.0,8,1,6.0,1.0,2,1,18
DEMO101989,54.62680447192051,-6.210222853860998,3,3,3,28/03/2025,5,19:21,3,30.0,8,1,1.0,1.0,1,6,36
DEMO101990,53.0612086091639,-1.4532167071043405,3,1,2,30/03/2025,7,03:57,9,30.0,9,6,4.0,1.0,1,6,26
DEMO101991,53.09344311880099,-3.2267267968146847,3,3,3,06/01/2025,1,20:26,3,30.0,3,5,,1.0,1,3,19
DEMO101992,53.44107742814096,-1.4253595223394615,3,3,4,02/09/2025,2,20:01,7,50.0,9,1,2.0,1.0,1,4,21
DEMO101993,53.302297164556876,-1.537903683559825,3,3,3,04/02/2025,2,17:18,6,30.0,8,7,1.0,1.0,1,5,42
DEMO101994,55.92820041345505,-3.1616280415431492,3,1,3,06/11/2025,4,12:43,3,30.0,7,1,1.0,3.0,1,6,37
DEMO101995,51.30631479270831,-0.17697725201254422,3,1,2,15/06/2025,7,09:09,7,60.0,7,1,1.0,2.0,2,2,23
DEMO101996,52.708487450631964,-1.005495677184398,3,2,3,20/09/2025,6,21:09,12,30.0,0,5,1.0,1.0,1,2,21
DEMO101997,54.6751304488275,-5.80976808241654,2,5,5,04/05/2025,7,20:22,12,70.0,7,1,2.0,2.0,1,4,24
DEMO101998,53.74465947068992,-1.421764354905327,3,2,2,18/02/2025,2,12:21,3,40.0,8,1,1.0,1.0,2,6,10
DEMO101999,53.946355785491065,-1.5937178849713745,2,3,3,07/03/2025,5,17:28,6,70.0,9,1,2.0,1.0,1,4,8
DEMO102000,51.23393275843271,-3.187793870755443,3,2,3,24/08/2025,7,09:02,3,60.0,3,1,2.0,2.0,1,5,2
DEMO102001,51.487924985398884,-0.4109295646969112,2,1,1,19/09/2025,5,17:43,6,30.0,9,7,4.0,6.0,2,1,39
DEMO102002,51.75554556537217,-2.7564759715090754,3,4,4,08/04/2025,2,02:12,3,40.0,1,1,4.0,1.0,1,4,23
DEMO102003,53.35487597605846,-2.8151890460321276,3,1,3,11/05/2025,7,21:42,12,30.0,9,6,1.0,1.0,1,4,34
DEMO102004,55.84828325862481,-3.320991434292606,3,2,2,11/12/2025,4,12:33,7,40.0,7,5,1.0,1.0,2,3,28
DEMO102005,52.65037482370393,-1.9517061928894364,3,3,3,07/11/2025,5,14:12,3,30.0,8,1,6.0,1.0,1,4,6
DEMO102006,53.627746455818176,-2.8483874261258992,3,2,3,31/05/2025,6,04:28,12,40.0,7,7,6.0,1.0,1,5,22
DEMO102007,52.37186450790086,-1.834021714809359,2,2,4,29/03/2025,6,12:02,7,30.0,9,1,8.0,1.0,1,3,8
DEMO102008,55.85218238251162,-3.1873354798167246,2,4,4,20/04/2025,7,00:42,2,60.0,0,1,8.0,2.0,2,2,9
DEMO102009,53.53686052357941,-1.5295870245080223,3,2,2,16/07/2025,3,21:18,9,20.0,3,6,3.0,1.0,1,5,24
DEMO102010,53.46240532354258,-2.798073338552666,3,3,3,26/07/2025,6,17:23,7,60.0,9,6,7.0,1.0,1,4,32
DEMO102011,51.512562863443016,-2.747863947860067,2,1,2,09/03/2025,7,10:09,3,70.0,1,1,2.0,3.0,1,5,35
DEMO102012,52.52880147350511,-1.8151615865475632,3,3,4,25/01/2025,6,20:21,3,30.0,7,6,5.0,1.0,1,5,2
DEMO102013,54.58818696250407,-5.998589828107106,2,3,5,30/06/2025,1,19:23,3,30.0,6,7,8.0,1.0,1,4,33
DEMO102014,53.561566724722965,-1.3424189340274157,3,1,3,19/10/2025,7,02:13,3,40.0,8,1,5.0,1.0,1,6,24
DEMO102015,54.05073950194585,-1.4006137887434953,3,4,4,25/02/2025,2,01:58,9,70.0,9,5,2.0,1.0,2,3,4
DEMO102016,51.269139991478895,-2.5627975218664805,3,4,5,30/05/2025,5,06:16,3,60.0,2,1,1.0,1.0,1,2,16
DEMO102017,56.023882030194564,-4.001318839133207,3,5,5,28/02/2025,5,00:10,6,30.0,8,1,1.0,1.0,1,1,31
DEMO102018,55.85629589335991,-4.087136524139002,3,3,3,30/03/2025,7,13:32,12,70.0,7,1,,2.0,1,2,18
DEMO102019,53.176929481521185,-3.062489457623265,2,2,3,12/08/2025,2,12:19,12,30.0,8,1,5.0,1.0,2,5,43
DEMO102020,53.6344243149107,-1.4988809236766865,1,3,6,15/04/2025,2,12:27,9,30.0,1,5,4.0,3.0,1,1,25
DEMO102021,53.30739488792777,-1.4097438071647055,2,2,2,07/04/2025,1,01:43,9,40.0,2,1,1.0,2.0,1,6,27
DEMO102022,53.5715667409201,-1.243637480374028,2,5,7,30/12/2025,2,22:04,12,60.0,7,1,4.0,1.0,1,3,24
DEMO102023,53.19494376180025,-1.8214447745028228,2,2,2,04/03/2025,2,23:30,9,30.0,0,1,1.0,1.0,1,5,25
DEMO102024,51.183277258971934,0.12809769420388809,3,4,4,11/03/2025,2,14:01,6,50.0,8,1,2.0,2.0,2,1,29
DEMO102025,53.36073499221496,-3.365878659426614,2,5,6,06/12/2025,6,00:02,1,20.0,1,4,1.0,1.0,1,2,28
DEMO102026,53.29516551154589,-1.3650340655328512,2,3,3,20/07/2025,7,09:05,3,30.0,9,4,2.0,1.0,1,6,6
DEMO102027,54.79001408054982,-5.826696750081074,3,3,3,16/01/2025,4,17:09,3,70.0,9,1,4.0,1.0,2,3,25
DEMO102028,53.00104515699831,-1.2071819429647759,3,2,3,05/06/2025,4,17:20,3,50.0,7,1,4.0,2.0,1,3,29
DEMO102029,51.58274357409526,-2.4489178034474537,3,1,1,26/07/2025,6,05:56,3,30.0,9,1,4.0,1.0,1,4,10
DEMO102030,52.88398843615632,-1.4434140907047865,3,3,4,03/04/2025,4,19:54,1,50.0,9,4,1.0,1.0,1,5,9
DEMO102031,53.26161440340158,-2.43408074930516,2,1,1,20/07/2025,7,23:06,7,30.0,8,1,4.0,1.0,2,6,25
DEMO102032,52.72238996482531,-2.144777424184949,2,3,4,25/08/2025,1,12:59,3,30.0,7,5,1.0,2.0,2,6,29
DEMO102033,55.758030775785265,-4.410875722003256,3,6,10,02/04/2025,3,09:38,3,40.0,3,5,2.0,1.0,1,6,33
DEMO102034,54.71383260406298,-5.6827277267918,1,3,4,24/10/2025,5,12:33,7,70.0,8,1,3.0,2.0,1,4,4
DEMO102035,51.41535381622429,-2.8852670122153095,3,1,2,15/06/2025,7,00:47,3,30.0,8,1,4.0,1.0,1,2,26
DEMO102036,53.49946717155798,-1.4930825485216392,2,4,4,18/12/2025,4,12:29,6,20.0,6,1,7.0,1.0,1,2,14
DEMO102037,51.561766165580885,-0.08453737570454539,3,2,2,02/02/2025,7,00:15,3,50.0,6,1,1.0,1.0,1,2,21
DEMO102038,54.62036610788082,-5.47280271032017,2,3,4,29/04/2025,2,00:31,7,30.0,2,1,6.0,1.0,1,1,33
DEMO102039,53.48278979424692,-3.0919789613814475,3,4,4,21/09/2025,7,13:43,9,30.0,8,7,1.0,1.0,1,6,31
DEMO102040,53.75740723657769,-1.711329853383383,3,2,2,23/11/2025,7,12:40,2,40.0,9,1,2.0,3.0,1,6,16
DEMO102041,51.17472615879635,-2.9608870723541303,3,7,9,22/03/2025,6,23:10,9,70.0,0,1,5.0,1.0,1,5,38
DEMO102042,55.91620195620524,-4.378370661434533,3,5,6,24/12/2025,3,12:56,9,30.0,1,6,4.0,4.0,2,4,33
DEMO102043,56.07038199129045,-4.48442486516426,1,3,3,12/03/2025,3,23:17,12,30.0,9,7,6.0,1.0,1,5,1
DEMO102044,53.79281817468296,-1.3412874450529728,2,2,2,01/06/2025,7,19:49,9,40.0,1,1,5.0,1.0,2,4,4
DEMO102045,54.54085867691526,-5.605014146913357,3,3,5,25/04/2025,5,08:18,7,30.0,8,4,1.0,1.0,1,1,39
DEMO102046,53.45540066498976,-3.110315088784689,2,2,4,04/06/2025,3,22:03,2,30.0,6,1,9.0,2.0,1,4,20
DEMO102047,53.131062655167156,-1.1664967014919068,3,1,2,26/11/2025,3,11:59,2,40.0,6,6,8.0,1.0,1,5,24
DEMO102048,55.90271020425933,-2.975803232915588,3,1,1,25/09/2025,4,14:35,3,40.0,1,4,2.0,1.0,2,4,30
DEMO102049,53.11207650025906,-1.6524099975000661,2,3,3,18/10/2025,6,02:12,3,40.0,1,1,1.0,1.0,2,6,18
DEMO102050,53.509230305797914,-2.018043282259434,3,3,4,03/04/2025,4,05:00,12,30.0,7,1,1.0,1.0,1,2,21
DEMO102051,53.86642501475244,-1.2017286526292081,2,2,4,12/12/2025,5,12:07,3,30.0,3,1,6.0,1.0,1,4,32
DEMO102052,51.485840461872066,-2.884237670506022,3,3,4,08/06/2025,7,06:10,6,30.0,8,5,8.0,2.0,1,2,11
DEMO102053,54.508270931644425,-6.252073300678836,3,2,3,26/08/2025,2,14:55,12,,9,1,6.0,1.0,1,5,44
DEMO102054,55.92440146632218,-4.63905916297559,3,3,5,12/09/2025,5,01:10,1,40.0,8,1,1.0,2.0,1,6,22
DEMO102055,51.412951232955955,-2.7124224237485035,3,1,1,30/08/2025,6,06:09,1,,3,1,1.0,1.0,2,1,13
DEMO102056,55.78551527715829,-4.553894649294969,3,4,6,08/08/2025,5,15:50,3,40.0,6,6,2.0,3.0,1,2,9
DEMO102057,55.81276402448573,-3.9915245846111893,3,1,2,25/06/2025,3,14:52,3,30.0,1,1,1.0,5.0,2,5,36
DEMO102058,51.48564629527121,-2.819111016839031,3,1,1,25/08/2025,1,23:12,6,60.0,8,7,1.0,1.0,1,2,40
DEMO102059,51.50504556848927,-2.685371502899565,3,1,1,27/11/2025,4,21:39,3,50.0,3,1,1.0,6.0,1,1,40
DEMO102060,51.38913716673628,-3.092804964778361,3,2,2,23/05/2025,5,19:32,7,30.0,9,1,1.0,2.0,1,5,39
DEMO102061,52.990628493344836,-1.3561809373113267,3,3,3,06/07/2025,7,00:34,2,20.0,8,1,1.0,1.0,1,4,10
DEMO102062,52.55493149547847,-1.8886566713295856,3,1,2,07/03/2025,5,14:18,7,20.0,1,1,4.0,1.0,1,2,5
DEMO102063,55.964534377286526,-4.0969645210294265,2,3,4,10/05/2025,6,05:45,3,20.0,3,1,1.0,1.0,1,2,39
DEMO102064,53.46783668801196,-0.726861989542624,3,3,3,09/10/2025,4,06:52,6,40.0,8,1,2.0,1.0,1,4,41
DEMO102065,53.18928325516761,-1.0674130296199624,2,3,4,22/08/2025,5,05:43,1,30.0,9,1,3.0,1.0,1,6,41
DEMO102066,55.987713396657014,-4.631393020734315,2,1,2,19/03/2025,3,10:54,9,50.0,2,1,8.0,1.0,1,3,39
DEMO102067,51.84235108520908,-3.0135623028545573,1,3,3,19/07/2025,6,02:06,7,40.0,8,6,4.0,1.0,1,4,27
DEMO102068,53.98647529823178,-1.4755671931886127,3,2,2,24/10/2025,5,12:39,3,20.0,1,1,3.0,1.0,2,6,29
DEMO102069,53.588348866373906,-2.8717339440429064,3,1,1,15/02/2025,6,03:59,7,20.0,9,6,4.0,1.0,1,6,9
DEMO102070,53.26006498279239,-2.266351919605324,2,4,4,23/01/2025,4,12:32,3,20.0,7,6,4.0,1.0,2,1,41
DEMO102071,53.51723586190623,-1.2593153166870903,2,2,3,24/05/2025,6,15:56,9,40.0,8,5,4.0,6.0,2,5,5
DEMO102072,51.607691009246366,-2.648292218010742,3,2,3,28/08/2025,4,04:20,12,40.0,3,1,2.0,1.0,1,2,37
DEMO102073,51.44654190923073,-2.5146120884525986,3,4,6,25/04/2025,5,02:53,2,30.0,9,4,2.0,1.0,1,3,27
DEMO102074,55.49560765498795,-4.203094556231133,3,7,8,27/10/2025,1,19:56,6,20.0,8,6,2.0,1.0,1,5,17
DEMO102075,,-2.562727996297362,3,4,4,06/11/2025,4,17:37,3,70.0,1,1,1.0,6.0,1,6,9
DEMO102076,53.35808120589601,-3.070220077342002,3,3,5,14/07/2025,1,06:42,9,30.0,7,1,1.0,1.0,2,4,43
DEMO102077,53.31156694365647,-2.7236587891131245,3,1,1,19/05/2025,1,21:31,1,30.0,2,1,1.0,1.0,2,2,9
DEMO102078,53.53234678017151,-1.218657660339719,3,3,4,16/01/2025,4,05:19,6,30.0,8,1,2.0,1.0,1,1,6
DEMO102079,52.555884070923724,-1.4265184029460751,3,3,4,27/10/2025,1,22:32,9,20.0,8,1,2.0,1.0,1,6,22
DEMO102080,55.749272986591095,-3.1570228437169967,2,3,3,23/11/2025,7,02:57,3,50.0,6,1,2.0,,1,4,32
DEMO102081,52.18635731484545,-1.8355934615937535,3,3,3,11/06/2025,3,15:00,9,50.0,2,5,1.0,1.0,1,1,17
DEMO102082,54.17220040502893,-1.479573826778831,2,3,3,08/07/2025,2,00:12,2,30.0,9,1,1.0,2.0,1,3,31
DEMO102083,55.955039848104825,-4.441046391106036,1,3,4,03/10/2025,5,04:29,12,30.0,9,1,1.0,1.0,2,4,12
DEMO102084,52.409542597344995,-1.6775664210364425,2,3,4,11/09/2025,4,09:20,9,40.0,6,7,4.0,6.0,1,3,13
DEMO102085,53.12683945821543,-1.5334330951761368,3,2,2,19/02/2025,3,02:37,3,30.0,8,1,1.0,1.0,2,6,32
DEMO102086,55.70478356783982,-4.10905462280285,2,3,3,03/09/2025,3,10:21,2,70.0,2,1,1.0,5.0,1,5,7
DEMO102087,53.26904540652617,-1.746032222290523,2,4,5,04/12/2025,4,05:39,6,40.0,2,1,1.0,1.0,1,4,20
DEMO102088,53.70294569320061,-1.4122310740990942,1,3,4,02/10/2025,4,02:06,7,60.0,9,1,2.0,1.0,1,4,3
DEMO102089,51.44932171785295,0.18155363586865378,3,4,4,25/06/2025,3,23:19,2,30.0,8,4,1.0,1.0,1,5,24
DEMO102090,51.26901901254112,-3.3332595392479045,3,1,2,10/07/2025,4,23:41,12,40.0,0,1,2.0,2.0,1,2,22
DEMO102091,53.643573211898655,-1.6507854766288939,3,1,1,05/04/2025,6,23:28,9,30.0,3,6,2.0,2.0,1,4,7
DEMO102092,55.64530790793416,-3.296656315384976,1,2,2,30/08/2025,6,03:42,12,70.0,3,7,8.0,1.0,1,6,10
DEMO102093,53.12441438779703,-2.3507452673326608,3,2,2,30/03/2025,7,09:38,3,40.0,2,1,3.0,1.0,1,3,39
DEMO102094,52.20979953145923,-1.5627075607153245,2,3,4,05/05/2025,1,07:19,3,50.0,9,6,1.0,1.0,1,2,18
DEMO102095,55.843539232100696,-3.1524305868242988,3,3,7,07/04/2025,1,07:25,3,20.0,1,4,1.0,1.0,1,5,3
DEMO102096,54.541865890481034,-6.152364769741614,3,1,1,03/05/2025,6,09:57,3,40.0,2,6,5.0,2.0,1,5,17
DEMO102097,51.565357013600334,-3.365851800870682,3,2,3,14/05/2025,3,12:57,2,40.0,8,1,1.0,1.0,1,3,36
DEMO102098,56.028042173409986,-3.6699395489096807,3,1,4,31/01/2025,5,11:02,2,30.0,1,4,7.0,1.0,1,5,17
DEMO102099,53.593079662942365,-2.416844237215057,2,2,5,19/09/2025,5,07:42,7,50.0,3,1,2.0,1.0,2,5,7
DEMO102100,51.4267061594202,-3.470198894054942,3,2,2,10/06/2025,2,23:29,3,30.0,7,1,1.0,1.0,1,3,34
DEMO102101,55.98216711867402,-4.532080251004556,2,3,6,13/12/2025,6,23:00,2,40.0,2,7,1.0,5.0,2,1,30
DEMO102102,53.09500405875136,-2.333775003943406,2,5,5,08/03/2025,6,07:38,6,30.0,3,1,7.0,1.0,1,5,34
DEMO102103,52.59487669288095,-2.140444106254023,2,2,2,02/09/2025,2,05:01,7,50.0,7,1,9.0,4.0,1,2,2
